Dataset,Model,Base Model,Category,Target Transform,Series ID,Time,Actual,Prediction,Forecast Horizon,Stride,Source
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-02-01,23.79,24.102431205419123,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-03-01,23.495,23.782861764900815,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-04-01,23.49,23.48597710986171,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-05-01,23.505,23.465056534455318,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-06-01,23.745,23.478144534523356,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-07-01,23.73,23.70596789079529,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-08-01,23.91,23.704278019559943,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-09-01,24.075,23.874560094530747,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-10-01,24.34,24.04012889627424,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-11-01,24.56,24.30023262109179,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,Holt-Winters [raw],Holt-Winters,statistical,raw,series_0,2023-12-01,24.29,24.522858717607274,1,1,rolling_validation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2014-12-01,27.655,27.92818832397461,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-01-01,27.725,27.759292602539062,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-02-01,27.795,27.71769142150879,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-03-01,27.43,27.838973999023438,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-04-01,27.53,27.523880004882812,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-05-01,27.43,27.625425338745117,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-06-01,27.41,27.54366683959961,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-07-01,27.245,27.457061767578125,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-08-01,27.03,27.32145881652832,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-09-01,27.03,27.10931396484375,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-10-01,27.18,26.949928283691406,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-11-01,27.09,27.23359489440918,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2015-12-01,27.03,27.11221694946289,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-01-01,27.025,27.071922302246094,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-02-01,27.025,27.053415298461914,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-03-01,27.055,27.02684783935547,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-04-01,27.055,27.10318374633789,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-05-01,27.04,27.065404891967773,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-06-01,27.02,27.07579231262207,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-07-01,27.13,27.03557586669922,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-08-01,27.03,27.11100196838379,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-09-01,27.03,27.063919067382812,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-10-01,27.02,27.058197021484375,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-11-01,27.025,27.030601501464844,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2016-12-01,27.06,27.030960083007812,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-01-01,27.02,27.074853897094727,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-02-01,27.02,27.036039352416992,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-03-01,27.02,27.03505516052246,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-04-01,27.03,27.034008026123047,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-05-01,26.92,27.038036346435547,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-06-01,26.42,26.959442138671875,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-07-01,26.195,26.500322341918945,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-08-01,26.08,26.130203247070312,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-09-01,26.105,25.976346969604492,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-10-01,25.975,26.052637100219727,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-11-01,25.67,25.9215145111084,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2017-12-01,25.495,25.5512638092041,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-01-01,25.54,25.329051971435547,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-02-01,25.27,25.405977249145508,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-03-01,25.42,25.104280471801758,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-04-01,25.43,25.378095626831055,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-05-01,25.54,25.429546356201172,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-06-01,25.79,25.565336227416992,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-07-01,26.02,25.929332733154297,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-08-01,25.6,26.26493263244629,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-09-01,25.735,25.705305099487305,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-10-01,25.715,25.797466278076172,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-11-01,25.92,25.738313674926758,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2018-12-01,25.955,26.00338363647461,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-01-01,25.725,26.091136932373047,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-02-01,25.76,25.680057525634766,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-03-01,25.6,25.779666900634766,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-04-01,25.8,25.619247436523438,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-05-01,25.66,25.851232528686523,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-06-01,25.817,25.76282501220703,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-07-01,25.445,25.904993057250977,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-08-01,25.66,25.478490829467773,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-09-01,25.915,25.715694427490234,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-10-01,25.815,25.86087417602539,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-11-01,25.51,25.887283325195312,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2019-12-01,25.515,25.595876693725586,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-01-01,25.41,25.532901763916016,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-02-01,25.21,25.463153839111328,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-03-01,25.39,25.285888671875,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-04-01,27.325,25.45553207397461,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-05-01,27.095,26.195537567138672,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-06-01,26.915,26.50974464416504,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-07-01,26.74,26.479881286621094,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-08-01,26.175,26.609798431396484,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-09-01,26.21,26.21176528930664,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-10-01,27.21,26.173349380493164,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-11-01,27.25,26.744535446166992,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2020-12-01,26.19,26.957433700561523,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-01-01,26.245,26.247058868408203,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-02-01,26.02,26.260602951049805,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-03-01,26.195,26.232728958129883,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-04-01,26.145,26.62287139892578,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-05-01,25.885,26.260202407836914,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-06-01,25.45,26.013973236083984,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-07-01,25.485,25.680849075317383,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-08-01,25.5,25.589679718017578,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-09-01,25.525,25.60225486755371,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-10-01,25.495,25.67316436767578,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-11-01,25.695,25.54927635192871,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2021-12-01,25.525,25.54319953918457,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-01-01,24.86,25.58932876586914,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-02-01,24.365,24.992212295532227,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-03-01,24.995,24.672382354736328,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-04-01,24.385,25.015047073364258,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-05-01,24.605,24.452659606933594,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-06-01,24.71,24.522663116455078,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-07-01,24.74,24.729251861572266,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-08-01,24.61,24.793437957763672,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-09-01,24.545,24.68539810180664,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-10-01,24.55,24.61427879333496,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-11-01,24.485,24.63707160949707,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2022-12-01,24.34,24.568431854248047,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-01-01,24.115,24.353496551513672,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-02-01,23.79,24.075712203979492,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-03-01,23.495,24.076799392700195,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-04-01,23.49,23.483530044555664,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-05-01,23.505,23.632307052612305,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-06-01,23.745,23.5783634185791,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-07-01,23.73,23.768428802490234,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-08-01,23.91,23.730777740478516,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-09-01,24.075,23.8854923248291,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-10-01,24.34,24.067466735839844,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-11-01,24.56,24.288665771484375,1,1,dm_backtest_foundation
ECB EUR/CZK Monthly Exchange Rate,TimeGPT,TimeGPT,foundation,raw,series_0,2023-12-01,24.29,24.529701232910156,1,1,dm_backtest_foundation
