Dataset,Series ID,Partition,Time,Value
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 04:00:00,47088.58
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 05:00:00,46839.0
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 06:00:00,46372.16
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 07:00:00,47363.94
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 08:00:00,47357.13
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 09:00:00,47006.33
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 10:00:00,45536.51
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 11:00:00,46080.97
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 12:00:00,44928.36
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 13:00:00,45678.08
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 14:00:00,46426.48
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 15:00:00,46733.1
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 16:00:00,46432.47
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 17:00:00,46817.01
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 18:00:00,45907.9
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 19:00:00,46900.0
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 20:00:00,47651.72
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 21:00:00,48129.89
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 22:00:00,47675.02
Kaggle BTC/USD Hourly,series_0,train,2021-02-26 23:00:00,47309.17
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 00:00:00,46900.0
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 01:00:00,46239.5
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 02:00:00,45680.19
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 03:00:00,45519.36
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 04:00:00,46314.83
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 05:00:00,47539.11
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 06:00:00,47755.43
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 07:00:00,47350.15
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 08:00:00,47424.12
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 09:00:00,47669.58
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 10:00:00,47803.68
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 11:00:00,47526.56
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 12:00:00,47190.0
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 13:00:00,46613.84
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 14:00:00,46681.15
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 15:00:00,46783.65
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 16:00:00,47305.33
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 17:00:00,47420.69
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 18:00:00,47471.83
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 19:00:00,47099.93
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 20:00:00,46582.36
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 21:00:00,46925.21
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 22:00:00,47097.4
Kaggle BTC/USD Hourly,series_0,train,2021-02-27 23:00:00,47167.77
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 00:00:00,47454.91
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 01:00:00,47121.52
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 02:00:00,46850.86
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 03:00:00,45890.49
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 04:00:00,46109.98
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 05:00:00,46412.54
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 06:00:00,46510.66
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 07:00:00,45440.27
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 08:00:00,44705.99
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 09:00:00,44395.02
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 10:00:00,44803.79
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 11:00:00,44402.41
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 12:00:00,44429.45
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 13:00:00,44893.58
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 14:00:00,45101.0
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 15:00:00,45212.06
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 16:00:00,45285.35
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 17:00:00,44776.65
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 18:00:00,44206.29
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 19:00:00,44584.98
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 20:00:00,43418.02
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 21:00:00,43597.73
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 22:00:00,43165.78
Kaggle BTC/USD Hourly,series_0,train,2021-02-28 23:00:00,43724.75
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 00:00:00,44504.99
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 01:00:00,44956.36
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 02:00:00,45254.61
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 03:00:00,45265.48
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 04:00:00,45240.96
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 05:00:00,46355.31
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 06:00:00,46268.67
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 07:00:00,46524.71
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 08:00:00,46380.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 09:00:00,46495.37
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 10:00:00,46247.08
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 11:00:00,45900.59
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 12:00:00,46322.61
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 13:00:00,47075.67
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 14:00:00,47411.67
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 15:00:00,47678.49
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 16:00:00,47859.46
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 17:00:00,48016.49
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 18:00:00,47903.14
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 19:00:00,48171.84
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 20:00:00,49302.89
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 21:00:00,49149.91
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 22:00:00,48622.83
Kaggle BTC/USD Hourly,series_0,train,2021-03-01 23:00:00,48534.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 00:00:00,48299.41
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 01:00:00,48588.59
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 02:00:00,48861.48
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 03:00:00,49177.18
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 04:00:00,49629.33
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 05:00:00,49477.94
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 06:00:00,49436.69
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 07:00:00,49314.43
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 08:00:00,49007.1
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 09:00:00,49191.22
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 10:00:00,48719.33
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 11:00:00,48689.56
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 12:00:00,48419.78
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 13:00:00,48873.49
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 14:00:00,49185.97
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 15:00:00,48742.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 16:00:00,48914.81
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 17:00:00,48866.91
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 18:00:00,49031.93
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 19:00:00,48900.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 20:00:00,48714.58
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 21:00:00,47538.45
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 22:00:00,47916.35
Kaggle BTC/USD Hourly,series_0,train,2021-03-02 23:00:00,47695.11
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 00:00:00,47461.11
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 01:00:00,47559.08
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 02:00:00,47451.11
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 03:00:00,47855.44
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 04:00:00,48516.35
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 05:00:00,48564.41
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 06:00:00,48891.97
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 07:00:00,48631.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 08:00:00,48739.17
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 09:00:00,49153.95
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 10:00:00,49115.15
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 11:00:00,49582.81
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 12:00:00,49800.41
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 13:00:00,50930.38
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 14:00:00,51520.22
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 15:00:00,51452.39
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 16:00:00,51689.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 17:00:00,52570.13
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 18:00:00,51549.4
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 19:00:00,50786.73
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 20:00:00,50786.39
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 21:00:00,51150.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 22:00:00,51355.52
Kaggle BTC/USD Hourly,series_0,train,2021-03-03 23:00:00,51277.66
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 00:00:00,50874.65
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 01:00:00,50520.23
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 02:00:00,50942.58
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 03:00:00,50600.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 04:00:00,50379.68
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 05:00:00,50929.61
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 06:00:00,51555.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 07:00:00,50808.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 08:00:00,49575.87
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 09:00:00,49038.2
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 10:00:00,49685.46
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 11:00:00,49425.59
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 12:00:00,49726.16
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 13:00:00,50247.2
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 14:00:00,49100.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 15:00:00,49235.19
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 16:00:00,49366.05
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 17:00:00,49392.64
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 18:00:00,49670.89
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 19:00:00,49411.91
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 20:00:00,49441.29
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 21:00:00,49718.63
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 22:00:00,48502.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-04 23:00:00,47566.05
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 00:00:00,47976.5
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 01:00:00,48208.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 02:00:00,47900.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 03:00:00,48250.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 04:00:00,48360.5
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 05:00:00,46794.45
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 06:00:00,46683.32
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 07:00:00,47127.27
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 08:00:00,47324.94
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 09:00:00,46694.17
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 10:00:00,47139.52
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 11:00:00,47424.61
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 12:00:00,47434.13
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 13:00:00,46602.32
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 14:00:00,47034.62
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 15:00:00,47072.84
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 16:00:00,47527.88
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 17:00:00,47650.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 18:00:00,48086.81
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 19:00:00,48121.14
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 20:00:00,47864.27
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 21:00:00,47646.13
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 22:00:00,48101.42
Kaggle BTC/USD Hourly,series_0,train,2021-03-05 23:00:00,48498.21
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 00:00:00,49309.14
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 01:00:00,49198.45
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 02:00:00,49056.78
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 03:00:00,49117.34
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 04:00:00,48739.21
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 05:00:00,48837.68
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 06:00:00,48696.37
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 07:00:00,48699.52
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 08:00:00,48613.53
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 09:00:00,48475.47
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 10:00:00,48481.45
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 11:00:00,48938.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 12:00:00,48835.25
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 13:00:00,48656.2
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 14:00:00,48333.9
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 15:00:00,48051.74
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 16:00:00,48149.9
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 17:00:00,47616.51
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 18:00:00,47335.45
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 19:00:00,47598.4
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 20:00:00,47300.48
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 21:00:00,47798.59
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 22:00:00,48282.95
Kaggle BTC/USD Hourly,series_0,train,2021-03-06 23:00:00,48505.9
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 00:00:00,48368.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 01:00:00,48564.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 02:00:00,48600.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 03:00:00,48951.49
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 04:00:00,48904.63
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 05:00:00,49214.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 06:00:00,49143.44
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 07:00:00,49582.61
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 08:00:00,49572.22
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 09:00:00,49459.49
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 10:00:00,49368.82
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 11:00:00,49483.78
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 12:00:00,50058.25
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 13:00:00,50400.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 14:00:00,50975.57
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 15:00:00,50604.35
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 16:00:00,50717.65
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 17:00:00,50786.71
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 18:00:00,50809.21
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 19:00:00,50669.19
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 20:00:00,50575.85
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 21:00:00,51051.5
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 22:00:00,51050.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-07 23:00:00,50401.04
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 00:00:00,50397.84
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 01:00:00,50060.14
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 02:00:00,50112.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 03:00:00,50547.76
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 04:00:00,50967.3
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 05:00:00,51480.4
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 06:00:00,51571.4
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 07:00:00,50748.3
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 08:00:00,50608.16
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 09:00:00,50483.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 10:00:00,50804.23
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 11:00:00,50306.59
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 12:00:00,49800.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 13:00:00,49918.96
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 14:00:00,49915.52
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 15:00:00,50102.58
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 16:00:00,50507.95
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 17:00:00,50268.1
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 18:00:00,50999.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 19:00:00,50751.06
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 20:00:00,51105.39
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 21:00:00,50682.18
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 22:00:00,50836.07
Kaggle BTC/USD Hourly,series_0,train,2021-03-08 23:00:00,50793.13
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 00:00:00,51351.43
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 01:00:00,51792.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 02:00:00,51865.52
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 03:00:00,51628.9
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 04:00:00,52427.8
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 05:00:00,52027.83
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 06:00:00,53524.3
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 07:00:00,53598.88
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 08:00:00,53898.28
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 09:00:00,53703.08
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 10:00:00,54321.69
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 11:00:00,53845.8
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 12:00:00,53549.75
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 13:00:00,54058.35
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 14:00:00,54143.42
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 15:00:00,54178.73
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 16:00:00,54252.43
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 17:00:00,53758.85
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 18:00:00,54820.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 19:00:00,54475.97
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 20:00:00,54106.57
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 21:00:00,54108.69
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 22:00:00,53810.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-09 23:00:00,53923.77
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 00:00:00,54140.67
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 01:00:00,54377.22
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 02:00:00,54333.84
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 03:00:00,54835.87
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 04:00:00,54929.02
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 05:00:00,55551.19
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 06:00:00,54715.87
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 07:00:00,53920.42
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 08:00:00,53474.83
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 09:00:00,53640.57
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 10:00:00,53684.64
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 11:00:00,53881.68
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 12:00:00,54212.31
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 13:00:00,54685.17
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 14:00:00,55237.04
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 15:00:00,54821.6
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 16:00:00,54855.34
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 17:00:00,55190.93
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 18:00:00,56301.54
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 19:00:00,56159.84
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 20:00:00,56409.71
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 21:00:00,57040.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 22:00:00,56882.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-10 23:00:00,56727.25
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 00:00:00,56749.9
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 01:00:00,56200.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 02:00:00,56898.5
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 03:00:00,56922.86
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 04:00:00,55852.29
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 05:00:00,55603.03
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 06:00:00,55810.44
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 07:00:00,56301.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 08:00:00,55983.07
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 09:00:00,55813.15
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 10:00:00,55187.6
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 11:00:00,55534.96
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 12:00:00,55007.93
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 13:00:00,54755.86
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 14:00:00,54472.64
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 15:00:00,55547.23
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 16:00:00,56277.92
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 17:00:00,56267.62
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 18:00:00,56936.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 19:00:00,56797.34
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 20:00:00,56351.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 21:00:00,56900.96
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 22:00:00,56837.7
Kaggle BTC/USD Hourly,series_0,train,2021-03-11 23:00:00,57525.09
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 00:00:00,56851.17
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 01:00:00,57481.03
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 02:00:00,57600.37
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 03:00:00,57950.09
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 04:00:00,57772.09
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 05:00:00,57355.26
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 06:00:00,56874.91
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 07:00:00,56973.0
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 08:00:00,57093.92
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 09:00:00,56711.43
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 10:00:00,57152.34
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 11:00:00,57048.4
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 12:00:00,56686.73
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 13:00:00,56565.53
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 14:00:00,56534.89
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 15:00:00,56727.09
Kaggle BTC/USD Hourly,series_0,train,2021-03-12 16:00:00,56485.74
